,iter,time exp 1,time exp 2
0,1,0.3844738006591797,0.1105196475982666
1,2,0.5877382755279541,0.842681884765625
2,3,0.20859766006469727,0.24845671653747559
3,4,0.14986419677734375,0.32059288024902344
4,5,0.1481914520263672,0.38692641258239746
5,6,0.13876700401306152,0.6258904933929443
6,7,0.1441199779510498,0.38222217559814453
7,8,0.7590358257293701,0.430774450302124
8,9,0.32369470596313477,0.4284026622772217
9,10,0.24838805198669434,0.49572205543518066
10,11,0.20364975929260254,0.28942036628723145
11,12,0.24672341346740723,0.5487642288208008
12,13,0.37787604331970215,0.9020588397979736
13,14,0.2644326686859131,0.22791004180908203
14,15,0.3343844413757324,0.8571445941925049
15,16,0.20374202728271484,0.28624701499938965
16,17,0.21343135833740234,0.33019495010375977
17,18,0.1975231170654297,0.3637404441833496
18,19,0.20110082626342773,0.8465237617492676
19,20,0.19237613677978516,0.47722911834716797
20,21,0.16071701049804688,0.6423039436340332
21,22,0.48903608322143555,1.0841624736785889
22,23,0.27986907958984375,0.25653910636901855
23,24,0.2750861644744873,0.42785191535949707
24,25,0.39666247367858887,1.9912126064300537
25,26,0.2568681240081787,1.0939743518829346
26,27,0.23210549354553223,0.6016128063201904
27,28,0.2494344711303711,0.3190040588378906
28,29,0.397918701171875,0.6663675308227539
29,30,0.35778117179870605,5.278498411178589
30,31,0.20193147659301758,0.46314382553100586
31,32,0.40825438499450684,1.6621358394622803
32,33,0.22974586486816406,1.2719299793243408
33,34,0.20859193801879883,1.0129868984222412
34,35,0.31993722915649414,0.6182847023010254
35,36,0.4961581230163574,0.6985251903533936
36,37,0.5148687362670898,0.9012246131896973
37,38,0.4863131046295166,0.5317063331604004
38,39,0.7037019729614258,0.4830515384674072
39,40,0.33211565017700195,0.6137475967407227
40,41,0.24524307250976562,1.2380948066711426
41,42,0.22731852531433105,1.5199027061462402
42,43,0.16261577606201172,0.3814401626586914
43,44,0.378584623336792,3.185889720916748
44,45,0.26006579399108887,0.3301095962524414
45,46,0.18089056015014648,2.0462558269500732
46,47,0.26609039306640625,0.31369614601135254
47,48,0.2609987258911133,1.1522903442382812
48,49,0.2904319763183594,1.847839117050171
49,50,0.22038555145263672,3.4174325466156006
50,51,0.33011436462402344,1.0712721347808838
51,52,0.42179346084594727,3.1913247108459473
52,53,0.32515597343444824,2.719553232192993
53,54,0.1769876480102539,0.35029101371765137
54,55,0.20497560501098633,3.153414249420166
55,56,0.3315622806549072,6.484303951263428
56,57,0.19853806495666504,0.3557918071746826
57,58,0.42662644386291504,0.45127153396606445
58,59,0.20451855659484863,0.4049041271209717
59,60,0.15390872955322266,0.5035989284515381
60,61,0.2147371768951416,0.8517382144927979
61,62,0.2144145965576172,0.3333859443664551
62,63,0.2761962413787842,1.507072925567627
63,64,0.1781749725341797,0.45079469680786133
64,65,0.14253735542297363,0.9784743785858154
65,66,0.22159743309020996,0.5680181980133057
66,67,0.34683728218078613,1.8884670734405518
67,68,0.1971588134765625,0.8133649826049805
68,69,0.24822092056274414,1.283092737197876
69,70,0.33225107192993164,0.570253849029541
70,71,0.21316742897033691,0.39354848861694336
71,72,0.5610349178314209,0.5850858688354492
72,73,0.24601435661315918,1.618293285369873
73,74,0.32506680488586426,0.45749664306640625
74,75,0.5519418716430664,0.9415502548217773
75,76,0.33823418617248535,0.34510350227355957
76,77,0.15117311477661133,0.8750166893005371
77,78,0.2922952175140381,0.6268692016601562
78,79,0.37101292610168457,1.463918924331665
79,80,0.18436026573181152,0.3175990581512451
80,81,0.4061610698699951,0.6054937839508057
81,82,0.27933168411254883,0.48001956939697266
82,83,0.5827796459197998,1.2731060981750488
83,84,0.38741135597229004,0.9954936504364014
84,85,0.3578948974609375,0.7348833084106445
85,86,0.17643952369689941,0.2768385410308838
86,87,0.35276341438293457,5.696696519851685
87,88,0.19330382347106934,2.4880809783935547
88,89,0.22405099868774414,0.5572693347930908
89,90,0.21369576454162598,0.3589780330657959
90,91,0.304553747177124,0.5730133056640625
91,92,0.2656707763671875,0.4739217758178711
92,93,0.20513105392456055,0.8872585296630859
93,94,0.180952787399292,1.6876955032348633
94,95,1.036165714263916,0.3991541862487793
95,96,0.8066263198852539,2.2752981185913086
96,97,0.3194735050201416,1.755608081817627
97,98,0.3445112705230713,4.312384128570557
98,99,1.031203269958496,6.011905193328857
99,100,0.31429481506347656,4.373347520828247
