,iter,time exp 1,time exp 2
0,1,0.3336906433105469,0.10341143608093262
1,2,0.533757209777832,0.992457389831543
2,3,0.19167256355285645,0.3530886173248291
3,4,0.19967103004455566,0.18606185913085938
4,5,0.2228858470916748,0.30043983459472656
5,6,0.13678216934204102,0.3141593933105469
6,7,0.1778872013092041,0.24225711822509766
7,8,0.19834542274475098,0.27062344551086426
8,9,0.29606032371520996,0.34555792808532715
9,10,0.33767127990722656,0.44496726989746094
10,11,0.40163493156433105,0.24765253067016602
11,12,0.41466784477233887,0.8343441486358643
12,13,0.23286199569702148,0.31764936447143555
13,14,0.2234654426574707,0.41821861267089844
14,15,0.3009312152862549,0.23160505294799805
15,16,0.3282961845397949,0.2779724597930908
16,17,0.2395620346069336,0.3116416931152344
17,18,0.2456035614013672,0.3440523147583008
18,19,0.20420312881469727,0.35567760467529297
19,20,0.3081393241882324,0.3704407215118408
20,21,0.14452528953552246,0.22046256065368652
21,22,0.5148210525512695,0.78236985206604
22,23,0.6561503410339355,1.586721658706665
23,24,0.25904202461242676,0.5202903747558594
24,25,0.5075182914733887,0.7749366760253906
25,26,0.2814595699310303,0.35103797912597656
26,27,0.16777324676513672,0.2028658390045166
27,28,0.20748591423034668,0.6154038906097412
28,29,0.24326610565185547,0.3102705478668213
29,30,1.6214444637298584,1.47361421585083
30,31,0.35202622413635254,0.7587130069732666
31,32,0.3098442554473877,0.4561190605163574
32,33,0.36493825912475586,1.4335277080535889
33,34,0.38867902755737305,0.6334643363952637
34,35,0.32803869247436523,0.48651838302612305
35,36,0.3548164367675781,0.8576245307922363
36,37,0.17899417877197266,0.4615004062652588
37,38,0.2010211944580078,1.1287617683410645
38,39,0.21260547637939453,0.45155978202819824
39,40,0.30170345306396484,0.2894718647003174
40,41,0.21178030967712402,0.5819551944732666
41,42,0.2974402904510498,0.34204626083374023
42,43,0.2490239143371582,0.49193310737609863
43,44,0.19919443130493164,0.4432098865509033
44,45,0.5213813781738281,1.0218760967254639
45,46,0.34735655784606934,1.1171350479125977
46,47,0.22980546951293945,0.5202164649963379
47,48,0.15997600555419922,0.45299482345581055
48,49,0.2012927532196045,1.2114932537078857
49,50,0.15175104141235352,0.33493685722351074
50,51,0.22987914085388184,0.3480410575866699
51,52,0.18193411827087402,0.49370265007019043
52,53,0.19041180610656738,0.5686070919036865
53,54,0.2038123607635498,0.3658914566040039
54,55,0.19164037704467773,0.22847509384155273
55,56,0.21140289306640625,0.43816137313842773
56,57,0.21196794509887695,0.2742147445678711
57,58,0.2837412357330322,0.2939589023590088
58,59,0.3084580898284912,0.2732658386230469
59,60,0.16877436637878418,0.3540797233581543
60,61,0.18510723114013672,0.2900373935699463
61,62,0.24590110778808594,0.30886220932006836
62,63,0.253309965133667,0.34584617614746094
63,64,0.18814969062805176,0.27678418159484863
64,65,0.2974405288696289,0.33762288093566895
65,66,0.17922067642211914,0.26447081565856934
66,67,0.17525148391723633,0.48402881622314453
67,68,0.22962021827697754,0.2442014217376709
68,69,0.503882646560669,0.29564476013183594
69,70,0.42029285430908203,0.5181174278259277
70,71,0.2730438709259033,0.42166757583618164
71,72,0.375457763671875,0.6188185214996338
72,73,0.4237375259399414,0.931849479675293
73,74,0.1935102939605713,0.38229799270629883
74,75,0.2623474597930908,0.6141865253448486
75,76,0.19808316230773926,0.24553775787353516
76,77,0.1592273712158203,0.3170919418334961
77,78,0.24663805961608887,0.4416210651397705
78,79,0.23813509941101074,0.4181704521179199
79,80,0.20172452926635742,0.3367166519165039
80,81,0.255063533782959,0.3314085006713867
81,82,0.20612263679504395,0.9361720085144043
82,83,0.18219494819641113,0.3228604793548584
83,84,0.23882269859313965,0.3086662292480469
84,85,0.2717320919036865,0.5821046829223633
85,86,0.16126370429992676,0.18599653244018555
86,87,0.2642028331756592,0.5436396598815918
87,88,0.2622199058532715,0.2876601219177246
88,89,0.3005702495574951,0.27703261375427246
89,90,0.22957253456115723,1.085956335067749
90,91,0.23101067543029785,0.48396778106689453
91,92,0.20730924606323242,0.514826774597168
92,93,0.1870129108428955,0.2784550189971924
93,94,0.16770362854003906,0.7410919666290283
94,95,0.2177293300628662,0.616976261138916
95,96,0.7109975814819336,3.18045973777771
96,97,0.5671348571777344,0.3864760398864746
97,98,0.21204519271850586,0.6102774143218994
98,99,0.23954200744628906,0.37655091285705566
99,100,0.3376190662384033,0.5602798461914062
