,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts,name
0,23.670191919191918,49.58433333333332,31.0,36.0,35.001000000000005,61.0,42.916666666666664,53.5,57.666666666666664,13.875999999999998,23.91766666666667,15.750999999999998,Starting
1,0.6666666666666666,0.5,1.0,1.0,1.0,-1.0,0.75,1.0,1.0,1.0,0.0,0.5,Difference
2,27.00352525252525,52.08433333333332,36.0,41.0,40.001000000000005,56.0,46.666666666666664,58.5,62.666666666666664,18.875999999999998,23.91766666666667,18.250999999999998,Final
3,27.00352525252525,52.08433333333332,36.0,41.0,40.001000000000005,56.0,46.666666666666664,58.5,62.666666666666664,18.875999999999998,23.91766666666667,18.250999999999998,Starting
4,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,Difference
5,27.00352525252525,52.08433333333332,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,67.66666666666666,18.875999999999998,23.91766666666667,18.250999999999998,Final
6,27.00352525252525,52.08433333333332,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,67.66666666666666,18.875999999999998,23.91766666666667,18.250999999999998,Starting
7,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Difference
8,27.00352525252525,53.33433333333332,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,67.66666666666666,18.875999999999998,23.91766666666667,18.250999999999998,Final
9,27.00352525252525,53.33433333333332,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,67.66666666666666,18.875999999999998,23.91766666666667,18.250999999999998,Starting
10,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Difference
11,27.00352525252525,55.00099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,67.66666666666666,18.875999999999998,23.91766666666667,18.250999999999998,Final
12,27.00352525252525,55.00099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,67.66666666666666,18.875999999999998,23.91766666666667,18.250999999999998,Starting
13,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Difference
14,27.00352525252525,56.25099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,67.66666666666666,18.875999999999998,23.91766666666667,18.250999999999998,Final
15,27.00352525252525,56.25099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,67.66666666666666,18.875999999999998,23.91766666666667,18.250999999999998,Starting
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,Difference
17,27.00352525252525,56.25099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,69.33333333333333,18.875999999999998,23.91766666666667,18.250999999999998,Final
18,27.00352525252525,56.25099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,69.33333333333333,18.875999999999998,23.91766666666667,18.250999999999998,Starting
19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Difference
20,29.50352525252525,56.25099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,69.33333333333333,18.875999999999998,23.91766666666667,20.750999999999998,Final
21,29.50352525252525,56.25099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,69.33333333333333,18.875999999999998,23.91766666666667,20.750999999999998,Starting
22,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Difference
23,29.50352525252525,58.75099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,69.33333333333333,18.875999999999998,23.91766666666667,20.750999999999998,Final
24,29.50352525252525,58.75099999999998,36.0,41.0,45.001000000000005,51.0,46.666666666666664,58.5,69.33333333333333,18.875999999999998,23.91766666666667,20.750999999999998,Starting
